codigo_unico,asunto,descripcion,tipo_tramite,prioridad_real
YAU-HIST-104543,Consulta / Copia: Licencia de Edificación,Solicitud de copia certificada de la resolución de alcaldía emitida el año pasado sobre el predio Vial de Nico Riquelme 5 Piso 7 .,Licencia de Edificación,Baja
YAU-HIST-104544,Trámite de Queja por Servicios - Fernando,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en Glorieta Tristán Almazán 61.,Queja por Servicios,Media
YAU-HIST-104545,Consulta / Copia: Queja por Servicios,Pedido de copias de actas de la junta vecinal de Rambla Rubén Barón 14 Puerta 9  correspondientes al periodo anterior.,Queja por Servicios,Baja
YAU-HIST-104546,EMERGENCIA: Queja por Servicios por grietas profundas en los muros de carga,Reporto peligro de colapso en Avenida Rosaura Cepeda 70 Piso 7  debido a grietas profundas en los muros de carga. Solicito inspección de inmediato.,Queja por Servicios,Urgente
YAU-HIST-104547,Consulta / Copia: Inspección Técnica de Seguridad (ITSE),Solicito información general sobre los planos catastrales de la zona de Alameda de Luciano Acosta 33 Piso 2 .,Inspección Técnica de Seguridad (ITSE),Baja
YAU-HIST-104548,Trámite de Licencia de Edificación - Generales,Trámite regular para obtener la constancia de posesión del terreno denominado Camino de Leopoldo Giralt 33.,Licencia de Edificación,Media
YAU-HIST-104549,EMERGENCIA: Licencia de Funcionamiento por grietas profundas en los muros de carga,Reporto peligro de colapso en Pasaje Carmelita Albero 28 Apt. 80  debido a grietas profundas en los muros de carga. Solicito inspección de inmediato.,Licencia de Funcionamiento,Urgente
YAU-HIST-104550,Trámite de Constancia de Posesión - Comisión,Solicitud de licencia de edificación para ampliación de vivienda residencial en Urbanización de Glauco Carmona 86 Puerta 8 .,Constancia de Posesión,Media
YAU-HIST-104551,Trámite de Queja por Servicios - Sin,Trámite regular para obtener la constancia de posesión del terreno denominado Alameda de Pepita Perales 26 Piso 1 .,Queja por Servicios,Media
YAU-HIST-104552,EMERGENCIA: Queja por Servicios por debilitamiento de vigas por humedad extrema,Denuncia de riesgo estructural crítico en Acceso Graciela Pavón 60 Apt. 95  por debilitamiento de vigas por humedad extrema. Se teme daño físico a las personas.,Queja por Servicios,Urgente
YAU-HIST-104553,Trámite de Inspección Técnica de Seguridad (ITSE) - Enero,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en Paseo de América Lasa 31.,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-104554,Trámite de Queja por Servicios - Seis,Requiero una inspección técnica de seguridad (ITSE) de rutina para el local comercial en Camino de Dafne Roura 95.,Queja por Servicios,Media
YAU-HIST-104555,Trámite de Queja por Servicios - Tema,Solicitud de licencia de edificación para ampliación de vivienda residencial en Urbanización de Mauricio Rosa 1.,Queja por Servicios,Media
YAU-HIST-104556,EMERGENCIA: Licencia de Funcionamiento por debilitamiento de vigas por humedad extrema,Fuga de agua masiva y riesgo de corto circuito en Acceso de Bernardino Paz 8. Requiero intervención urgente por peligro inminente.,Licencia de Funcionamiento,Urgente
YAU-HIST-104557,Trámite de Inspección Técnica de Seguridad (ITSE) - Posible,Queja por servicios debido a fallas intermitentes en el alumbrado público de Avenida de Rosenda Font 58 Puerta 5 .,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-104558,Consulta / Copia: Licencia de Edificación,Realizo una consulta simple para solicitar información sobre los requisitos del trámite de licencia de edificación.,Licencia de Edificación,Baja
YAU-HIST-104559,Urgente: Solicitud de Licencia de Funcionamiento por riesgo,Denuncia de riesgo estructural crítico en Cuesta Teo Cuervo 4 por grietas profundas en los muros de carga. Se teme daño físico a las personas.,Licencia de Funcionamiento,Alta
YAU-HIST-104560,Trámite de Licencia de Edificación - Madre,Queja por servicios debido a fallas intermitentes en el alumbrado público de Avenida de Régulo Lluch 61 Apt. 65 .,Licencia de Edificación,Media
YAU-HIST-104561,Trámite de Inspección Técnica de Seguridad (ITSE) - País,Solicitud de licencia de edificación para ampliación de vivienda residencial en Vial Rebeca Jurado 90.,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-104562,Consulta / Copia: Licencia de Funcionamiento,Pedido de copias de actas de la junta vecinal de Callejón Belén Campoy 89 correspondientes al periodo anterior.,Licencia de Funcionamiento,Baja
YAU-HIST-104563,Trámite de Constancia de Posesión - Jóvenes,Queja por servicios debido a fallas intermitentes en el alumbrado público de Calle de María Ángeles Iglesias 57.,Constancia de Posesión,Media
YAU-HIST-104564,Urgente: Solicitud de Licencia de Funcionamiento por riesgo,Reporto peligro de colapso en C. Aránzazu Canet 49 debido a deslizamiento de tierra en el talud colindante. Solicito inspección de inmediato.,Licencia de Funcionamiento,Alta
YAU-HIST-104565,Trámite de Licencia de Edificación - Mira,Solicitud de licencia de edificación para ampliación de vivienda residencial en Pasadizo Reyes Alfaro 98.,Licencia de Edificación,Media
YAU-HIST-104566,Trámite de Licencia de Funcionamiento - Países,Queja por servicios debido a fallas intermitentes en el alumbrado público de Pasadizo de Ariel Carrillo 40.,Licencia de Funcionamiento,Media
YAU-HIST-104567,EMERGENCIA: Licencia de Funcionamiento por deslizamiento de tierra en el talud colindante,Se solicita apoyo de inmediato por deslizamiento de tierra en el talud colindante que amenaza la seguridad pública en Alameda Anastasio Capdevila 6 Piso 3 .,Licencia de Funcionamiento,Urgente
YAU-HIST-104568,Trámite de Constancia de Posesión - Escuela,Requiero una inspección técnica de seguridad (ITSE) de rutina para el local comercial en Camino de Dominga Arellano 41 Apt. 16 .,Constancia de Posesión,Media
YAU-HIST-104569,Urgente: Solicitud de Licencia de Edificación por riesgo,Reporto peligro de colapso en Ronda de Alfredo Cerro 3 Piso 6  debido a cables eléctricos expuestos a la intemperie. Solicito inspección de inmediato.,Licencia de Edificación,Alta
YAU-HIST-104570,Urgente: Solicitud de Licencia de Edificación por riesgo,Solicitud de inspección extraordinaria de seguridad en Callejón de Ernesto Vega 3 Puerta 5  debido a grietas graves y amenaza de derrumbe.,Licencia de Edificación,Alta
YAU-HIST-104571,Urgente: Solicitud de Queja por Servicios por riesgo,Reporto peligro de colapso en Rambla de Aurelio Sebastián 99 debido a cables eléctricos expuestos a la intemperie. Solicito inspección de inmediato.,Queja por Servicios,Alta
YAU-HIST-104572,Trámite de Constancia de Posesión - Aunque,Queja por servicios debido a fallas intermitentes en el alumbrado público de Avenida de Rebeca Dueñas 30 Apt. 33 .,Constancia de Posesión,Media
YAU-HIST-104573,EMERGENCIA: Licencia de Funcionamiento por hundimiento del suelo en el patio principal,Reporto peligro de colapso en Acceso de Silvestre Otero 71 Piso 5  debido a hundimiento del suelo en el patio principal. Solicito inspección de inmediato.,Licencia de Funcionamiento,Urgente
YAU-HIST-104574,Consulta / Copia: Licencia de Edificación,Solicitud de copia certificada de la resolución de alcaldía emitida el año pasado sobre el predio Glorieta Alonso Machado 195 Piso 3 .,Licencia de Edificación,Baja
YAU-HIST-104575,Consulta / Copia: Constancia de Posesión,Solicitud de copia certificada de la resolución de alcaldía emitida el año pasado sobre el predio Via de Rómulo Lillo 90 Piso 2 .,Constancia de Posesión,Baja
YAU-HIST-104576,Trámite de Licencia de Edificación - Concepto,Solicitud de licencia de edificación para ampliación de vivienda residencial en Vial María José Castejón 80 Apt. 48 .,Licencia de Edificación,Media
YAU-HIST-104577,Consulta / Copia: Inspección Técnica de Seguridad (ITSE),Solicito duplicado del certificado de habitabilidad de la propiedad en Callejón de Ciríaco Estrada 41 Puerta 9 .,Inspección Técnica de Seguridad (ITSE),Baja
YAU-HIST-104578,Consulta / Copia: Licencia de Funcionamiento,Solicitud de copia certificada de la resolución de alcaldía emitida el año pasado sobre el predio Cuesta de José Montes 961 Puerta 0 .,Licencia de Funcionamiento,Baja
YAU-HIST-104579,EMERGENCIA: Queja por Servicios por debilitamiento de vigas por humedad extrema,Se solicita apoyo de inmediato por debilitamiento de vigas por humedad extrema que amenaza la seguridad pública en Camino Jose Luis Miguel 9 Apt. 54 .,Queja por Servicios,Urgente
YAU-HIST-104580,Trámite de Inspección Técnica de Seguridad (ITSE) - Una,Queja por servicios debido a fallas intermitentes en el alumbrado público de Cuesta Aránzazu Osorio 288 Puerta 2 .,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-104581,Trámite de Licencia de Edificación - Ejército,Presento la solicitud de regularización de mi constancia de posesión del predio ubicado en Acceso de Rico Ferrández 75 Apt. 76 .,Licencia de Edificación,Media
YAU-HIST-104582,Trámite de Queja por Servicios - Resultados,Queja por servicios debido a fallas intermitentes en el alumbrado público de Urbanización Severino Guzman 3.,Queja por Servicios,Media
YAU-HIST-104583,Trámite de Queja por Servicios - Asunto,Trámite regular para obtener la constancia de posesión del terreno denominado Callejón Donato Fuster 695 Puerta 7 .,Queja por Servicios,Media
YAU-HIST-104584,Urgente: Solicitud de Licencia de Edificación por riesgo,Denuncia de riesgo estructural crítico en Vial Tere Vilaplana 2 por deslizamiento de tierra en el talud colindante. Se teme daño físico a las personas.,Licencia de Edificación,Alta
YAU-HIST-104585,Consulta / Copia: Queja por Servicios,Consulta sobre el estado actual de mi trámite administrativo Nro. EXP-1506 presentado anteriormente.,Queja por Servicios,Baja
YAU-HIST-104586,EMERGENCIA: Queja por Servicios por debilitamiento de vigas por humedad extrema,Se presenta una situación de emergencia por debilitamiento de vigas por humedad extrema en Camino de Luciano Lastra 63. Existe un riesgo estructural inminente.,Queja por Servicios,Urgente
YAU-HIST-104587,Consulta / Copia: Licencia de Edificación,Solicitud de copia certificada de la resolución de alcaldía emitida el año pasado sobre el predio Via de Silvia Luján 29.,Licencia de Edificación,Baja
YAU-HIST-104588,Trámite de Inspección Técnica de Seguridad (ITSE) - Sectores,Solicitud de licencia de edificación para ampliación de vivienda residencial en Rambla Jorge Casals 866.,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-104589,Urgente: Solicitud de Inspección Técnica de Seguridad (ITSE) por riesgo,Denuncia de riesgo estructural crítico en Ronda de Felicidad Torrecilla 87 por hundimiento del suelo en el patio principal. Se teme daño físico a las personas.,Inspección Técnica de Seguridad (ITSE),Alta
YAU-HIST-104590,Consulta / Copia: Inspección Técnica de Seguridad (ITSE),Consulta sobre el estado actual de mi trámite administrativo Nro. EXP-9379 presentado anteriormente.,Inspección Técnica de Seguridad (ITSE),Baja
YAU-HIST-104591,Trámite de Queja por Servicios - Habla,Trámite regular para obtener la constancia de posesión del terreno denominado Urbanización de Manuela Solís 126.,Queja por Servicios,Media
YAU-HIST-104592,Trámite de Constancia de Posesión - Voluntad,Trámite regular para obtener la constancia de posesión del terreno denominado Cuesta de Leonor Tamarit 453.,Constancia de Posesión,Media
YAU-HIST-104593,Trámite de Constancia de Posesión - Solo,Queja por servicios debido a fallas intermitentes en el alumbrado público de Vial Moreno Galán 339 Apt. 42 .,Constancia de Posesión,Media
YAU-HIST-104594,Trámite de Licencia de Edificación - Amigo,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en Pasaje de María Luisa Escudero 57 Piso 7 .,Licencia de Edificación,Media
YAU-HIST-104595,Consulta / Copia: Queja por Servicios,Solicito información general sobre los planos catastrales de la zona de Rambla Custodio Vázquez 252 Apt. 48 .,Queja por Servicios,Baja
YAU-HIST-104596,Trámite de Constancia de Posesión - Metros,Requiero una inspección técnica de seguridad (ITSE) de rutina para el local comercial en Calle de Javi Pinedo 48 Puerta 6 .,Constancia de Posesión,Media
YAU-HIST-104597,Consulta / Copia: Inspección Técnica de Seguridad (ITSE),Solicito duplicado del certificado de habitabilidad de la propiedad en Rambla de Obdulia Alcázar 67 Puerta 9 .,Inspección Técnica de Seguridad (ITSE),Baja
YAU-HIST-104598,Urgente: Solicitud de Licencia de Edificación por riesgo,Fuga de agua masiva y riesgo de corto circuito en Pasadizo de Máxima Merino 17. Requiero intervención urgente por peligro inminente.,Licencia de Edificación,Alta
YAU-HIST-104599,Urgente: Solicitud de Constancia de Posesión por riesgo,Fuga de agua masiva y riesgo de corto circuito en Camino Galo Zorrilla 33 Puerta 0 . Requiero intervención urgente por peligro inminente.,Constancia de Posesión,Alta
YAU-HIST-104600,Trámite de Inspección Técnica de Seguridad (ITSE) - Libertad,Solicitud de licencia de edificación para ampliación de vivienda residencial en Cañada de Saturnino Bertrán 57.,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-104601,Urgente: Solicitud de Inspección Técnica de Seguridad (ITSE) por riesgo,Solicitud de inspección extraordinaria de seguridad en Pasadizo de Graciana Bayo 798 Apt. 61  debido a grietas graves y amenaza de derrumbe.,Inspección Técnica de Seguridad (ITSE),Alta
YAU-HIST-104602,Consulta / Copia: Licencia de Edificación,Realizo una consulta simple para solicitar información sobre los requisitos del trámite de licencia de edificación.,Licencia de Edificación,Baja
YAU-HIST-104603,Trámite de Licencia de Edificación - Mes,Requiero una inspección técnica de seguridad (ITSE) de rutina para el local comercial en Rambla de Jeremías Márquez 2 Puerta 4 .,Licencia de Edificación,Media
YAU-HIST-104604,Trámite de Constancia de Posesión - Dólares,Presento la solicitud de regularización de mi constancia de posesión del predio ubicado en Cuesta de Concepción Rocamora 46.,Constancia de Posesión,Media
YAU-HIST-104605,Trámite de Queja por Servicios - Jóvenes,Presento la solicitud de regularización de mi constancia de posesión del predio ubicado en Cañada de María Dolores Uriarte 29 Puerta 7 .,Queja por Servicios,Media
YAU-HIST-104606,Trámite de Licencia de Funcionamiento - Menos,Requiero una inspección técnica de seguridad (ITSE) de rutina para el local comercial en Plaza Arsenio Casal 1.,Licencia de Funcionamiento,Media
YAU-HIST-104607,Urgente: Solicitud de Licencia de Edificación por riesgo,Se solicita apoyo de inmediato por deslizamiento de tierra en el talud colindante que amenaza la seguridad pública en Pasadizo Olga Raya 19 Piso 2 .,Licencia de Edificación,Alta
YAU-HIST-104608,Consulta / Copia: Licencia de Edificación,Consulta sobre el estado actual de mi trámite administrativo Nro. EXP-7143 presentado anteriormente.,Licencia de Edificación,Baja
YAU-HIST-104609,Trámite de Licencia de Edificación - Decisión,Trámite regular para obtener la constancia de posesión del terreno denominado Via de Evelia Alcalá 500 Puerta 5 .,Licencia de Edificación,Media
YAU-HIST-104610,Consulta / Copia: Inspección Técnica de Seguridad (ITSE),Consulta sobre el estado actual de mi trámite administrativo Nro. EXP-9804 presentado anteriormente.,Inspección Técnica de Seguridad (ITSE),Baja
YAU-HIST-104611,EMERGENCIA: Inspección Técnica de Seguridad (ITSE) por filtraciones severas de agua en las columnas,Denuncia de riesgo estructural crítico en Pasadizo de Heliodoro Arribas 81 por filtraciones severas de agua en las columnas. Se teme daño físico a las personas.,Inspección Técnica de Seguridad (ITSE),Urgente
YAU-HIST-104612,EMERGENCIA: Inspección Técnica de Seguridad (ITSE) por hundimiento del suelo en el patio principal,Solicitud de inspección extraordinaria de seguridad en Vial de Manuelita Mármol 3 debido a grietas graves y amenaza de derrumbe.,Inspección Técnica de Seguridad (ITSE),Urgente
YAU-HIST-104613,EMERGENCIA: Queja por Servicios por deslizamiento de tierra en el talud colindante,Reporto peligro de colapso en Glorieta de Martina Gutierrez 73 debido a deslizamiento de tierra en el talud colindante. Solicito inspección de inmediato.,Queja por Servicios,Urgente
YAU-HIST-104614,Trámite de Queja por Servicios - Hijo,Queja por servicios debido a fallas intermitentes en el alumbrado público de Pasaje de Irma Tomé 47 Piso 2 .,Queja por Servicios,Media
YAU-HIST-104615,Consulta / Copia: Constancia de Posesión,Solicito información general sobre los planos catastrales de la zona de Alameda de Atilio Gabaldón 1 Piso 9 .,Constancia de Posesión,Baja
YAU-HIST-104616,Urgente: Solicitud de Licencia de Edificación por riesgo,Solicitud de inspección extraordinaria de seguridad en Callejón Abel Sosa 31 Puerta 0  debido a grietas graves y amenaza de derrumbe.,Licencia de Edificación,Alta
YAU-HIST-104617,Trámite de Queja por Servicios - Objeto,Solicitud de licencia de edificación para ampliación de vivienda residencial en Camino Débora Aranda 74 Piso 6 .,Queja por Servicios,Media
YAU-HIST-104618,Trámite de Queja por Servicios - Calle,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en Cuesta de Evaristo Bosch 31 Piso 3 .,Queja por Servicios,Media
YAU-HIST-104619,Urgente: Solicitud de Licencia de Edificación por riesgo,Fuga de agua masiva y riesgo de corto circuito en Pasadizo de Gala Hierro 4 Apt. 53 . Requiero intervención urgente por peligro inminente.,Licencia de Edificación,Alta
YAU-HIST-104620,Consulta / Copia: Licencia de Funcionamiento,Solicito duplicado del certificado de habitabilidad de la propiedad en Vial de Sol Pareja 88 Puerta 6 .,Licencia de Funcionamiento,Baja
YAU-HIST-104621,Trámite de Constancia de Posesión - Viene,Presento la solicitud de regularización de mi constancia de posesión del predio ubicado en Alameda Luisina Alarcón 28 Puerta 0 .,Constancia de Posesión,Media
YAU-HIST-104622,Consulta / Copia: Licencia de Funcionamiento,Pedido de copias de actas de la junta vecinal de Pasadizo Jennifer Goicoechea 747 Piso 6  correspondientes al periodo anterior.,Licencia de Funcionamiento,Baja
YAU-HIST-104623,EMERGENCIA: Licencia de Edificación por hundimiento del suelo en el patio principal,Se solicita apoyo de inmediato por hundimiento del suelo en el patio principal que amenaza la seguridad pública en C. Chus Juliá 793.,Licencia de Edificación,Urgente
YAU-HIST-104624,EMERGENCIA: Licencia de Funcionamiento por hundimiento del suelo en el patio principal,Fuga de agua masiva y riesgo de corto circuito en Camino Ruperto Echeverría 75. Requiero intervención urgente por peligro inminente.,Licencia de Funcionamiento,Urgente
YAU-HIST-104625,Urgente: Solicitud de Inspección Técnica de Seguridad (ITSE) por riesgo,Reporto peligro de colapso en Urbanización de Custodia Arenas 651 Piso 6  debido a grietas profundas en los muros de carga. Solicito inspección de inmediato.,Inspección Técnica de Seguridad (ITSE),Alta
YAU-HIST-104626,Trámite de Licencia de Edificación - Metros,Queja por servicios debido a fallas intermitentes en el alumbrado público de Calle Florinda Prada 36.,Licencia de Edificación,Media
YAU-HIST-104627,Consulta / Copia: Inspección Técnica de Seguridad (ITSE),Solicito duplicado del certificado de habitabilidad de la propiedad en Acceso Iris Berenguer 14.,Inspección Técnica de Seguridad (ITSE),Baja
YAU-HIST-104628,EMERGENCIA: Licencia de Edificación por deslizamiento de tierra en el talud colindante,Denuncia de riesgo estructural crítico en Calle de Salomé Mas 411 Puerta 5  por deslizamiento de tierra en el talud colindante. Se teme daño físico a las personas.,Licencia de Edificación,Urgente
YAU-HIST-104629,Urgente: Solicitud de Licencia de Edificación por riesgo,Solicitud de inspección extraordinaria de seguridad en Urbanización de Elisabet Ricart 82 debido a grietas graves y amenaza de derrumbe.,Licencia de Edificación,Alta
YAU-HIST-104630,Trámite de Constancia de Posesión - Quería,Presento la solicitud de regularización de mi constancia de posesión del predio ubicado en Camino de Maribel Poza 87.,Constancia de Posesión,Media
YAU-HIST-104631,Trámite de Licencia de Funcionamiento - Ella,Queja por servicios debido a fallas intermitentes en el alumbrado público de Acceso de Marc Villanueva 890.,Licencia de Funcionamiento,Media
YAU-HIST-104632,Consulta / Copia: Inspección Técnica de Seguridad (ITSE),Solicitud de copia certificada de la resolución de alcaldía emitida el año pasado sobre el predio Via de Máximo Manzano 127.,Inspección Técnica de Seguridad (ITSE),Baja
YAU-HIST-104633,Consulta / Copia: Licencia de Edificación,Realizo una consulta simple para solicitar información sobre los requisitos del trámite de licencia de edificación.,Licencia de Edificación,Baja
YAU-HIST-104634,Trámite de Queja por Servicios - Lo,Presento la solicitud de regularización de mi constancia de posesión del predio ubicado en Pasadizo de Concha Ferrero 74.,Queja por Servicios,Media
YAU-HIST-104635,Urgente: Solicitud de Licencia de Edificación por riesgo,Se presenta una situación de emergencia por grietas profundas en los muros de carga en Urbanización Toño Madrigal 6. Existe un riesgo estructural inminente.,Licencia de Edificación,Alta
YAU-HIST-104636,Trámite de Inspección Técnica de Seguridad (ITSE) - Carta,Queja por servicios debido a fallas intermitentes en el alumbrado público de Avenida de Jimena Cerdá 518 Apt. 51 .,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-104637,Trámite de Queja por Servicios - Primer,Presento la solicitud de regularización de mi constancia de posesión del predio ubicado en Avenida de Ainara Ruano 95 Puerta 2 .,Queja por Servicios,Media
YAU-HIST-104638,Consulta / Copia: Licencia de Funcionamiento,Consulta sobre el estado actual de mi trámite administrativo Nro. EXP-8276 presentado anteriormente.,Licencia de Funcionamiento,Baja
YAU-HIST-104639,Urgente: Solicitud de Queja por Servicios por riesgo,Solicitud de inspección extraordinaria de seguridad en Glorieta de Adelardo Corbacho 38 debido a grietas graves y amenaza de derrumbe.,Queja por Servicios,Alta
YAU-HIST-104640,EMERGENCIA: Queja por Servicios por grietas profundas en los muros de carga,Fuga de agua masiva y riesgo de corto circuito en Acceso Ernesto Ródenas 297. Requiero intervención urgente por peligro inminente.,Queja por Servicios,Urgente
YAU-HIST-104641,Trámite de Queja por Servicios - Argentina,Queja por servicios debido a fallas intermitentes en el alumbrado público de Acceso Nieves Redondo 37 Piso 8 .,Queja por Servicios,Media
YAU-HIST-104642,Urgente: Solicitud de Inspección Técnica de Seguridad (ITSE) por riesgo,Solicitud de inspección extraordinaria de seguridad en Callejón de Seve Lluch 15 Piso 2  debido a grietas graves y amenaza de derrumbe.,Inspección Técnica de Seguridad (ITSE),Alta
YAU-HIST-104643,Trámite de Constancia de Posesión - Derechos,Solicitud de licencia de edificación para ampliación de vivienda residencial en Plaza Águeda Casado 950.,Constancia de Posesión,Media
YAU-HIST-104644,Urgente: Solicitud de Constancia de Posesión por riesgo,Reporto peligro de colapso en Alameda de Samuel Menéndez 60 debido a debilitamiento de vigas por humedad extrema. Solicito inspección de inmediato.,Constancia de Posesión,Alta
YAU-HIST-104645,Trámite de Licencia de Funcionamiento - Fuentes,Trámite regular para obtener la constancia de posesión del terreno denominado Alameda Benita Alarcón 1.,Licencia de Funcionamiento,Media
YAU-HIST-104646,Urgente: Solicitud de Queja por Servicios por riesgo,Solicitud de inspección extraordinaria de seguridad en Cuesta de Nilda Juan 77 Apt. 93  debido a grietas graves y amenaza de derrumbe.,Queja por Servicios,Alta
YAU-HIST-104647,Urgente: Solicitud de Licencia de Edificación por riesgo,Solicitud de inspección extraordinaria de seguridad en C. de Guillermo Plana 66 Apt. 33  debido a grietas graves y amenaza de derrumbe.,Licencia de Edificación,Alta
YAU-HIST-104648,Trámite de Licencia de Edificación - Medio,Presento la solicitud de regularización de mi constancia de posesión del predio ubicado en Pasaje de Leonel Real 83 Puerta 2 .,Licencia de Edificación,Media
YAU-HIST-104649,Trámite de Queja por Servicios - Bajo,Solicitud de licencia de edificación para ampliación de vivienda residencial en Pasadizo Darío Benavente 30 Apt. 74 .,Queja por Servicios,Media
YAU-HIST-104650,Trámite de Licencia de Funcionamiento - Se,Queja por servicios debido a fallas intermitentes en el alumbrado público de Cañada Matías Ayllón 22 Puerta 4 .,Licencia de Funcionamiento,Media
YAU-HIST-104651,Trámite de Licencia de Edificación - Alto,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en Callejón Ainara Castrillo 80 Puerta 9 .,Licencia de Edificación,Media
YAU-HIST-104652,Trámite de Queja por Servicios - Saber,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en Callejón Pedro Torrecilla 73.,Queja por Servicios,Media
YAU-HIST-104653,Trámite de Queja por Servicios - Finalmente,Requiero una inspección técnica de seguridad (ITSE) de rutina para el local comercial en Camino de Darío Buendía 84.,Queja por Servicios,Media
YAU-HIST-104654,EMERGENCIA: Queja por Servicios por debilitamiento de vigas por humedad extrema,Solicitud de inspección extraordinaria de seguridad en Ronda de Pánfilo Fuentes 978 debido a grietas graves y amenaza de derrumbe.,Queja por Servicios,Urgente
YAU-HIST-104655,Consulta / Copia: Queja por Servicios,Solicitud de copia certificada de la resolución de alcaldía emitida el año pasado sobre el predio Cañada de Antonia Olivares 27 Apt. 19 .,Queja por Servicios,Baja
YAU-HIST-104656,Urgente: Solicitud de Inspección Técnica de Seguridad (ITSE) por riesgo,Fuga de agua masiva y riesgo de corto circuito en Callejón de Mónica Portero 7 Apt. 95 . Requiero intervención urgente por peligro inminente.,Inspección Técnica de Seguridad (ITSE),Alta
YAU-HIST-104657,Trámite de Inspección Técnica de Seguridad (ITSE) - Sociedad,Presento la solicitud de regularización de mi constancia de posesión del predio ubicado en Cuesta de Josué Tejada 57.,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-104658,Consulta / Copia: Licencia de Edificación,Pedido de copias de actas de la junta vecinal de Avenida Erasmo Girón 848 Piso 5  correspondientes al periodo anterior.,Licencia de Edificación,Baja
YAU-HIST-104659,Trámite de Constancia de Posesión - Área,Presento la solicitud de regularización de mi constancia de posesión del predio ubicado en Avenida Íngrid Vives 65 Piso 9 .,Constancia de Posesión,Media
YAU-HIST-104660,Consulta / Copia: Licencia de Funcionamiento,Solicito duplicado del certificado de habitabilidad de la propiedad en Rambla Odalys Arjona 1.,Licencia de Funcionamiento,Baja
YAU-HIST-104661,EMERGENCIA: Licencia de Edificación por filtraciones severas de agua en las columnas,Reporto peligro de colapso en Alameda Luciano Orozco 8 Apt. 65  debido a filtraciones severas de agua en las columnas. Solicito inspección de inmediato.,Licencia de Edificación,Urgente
YAU-HIST-104662,Trámite de Constancia de Posesión - Además,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en Calle de Mohamed Bautista 534 Apt. 46 .,Constancia de Posesión,Media
YAU-HIST-104663,EMERGENCIA: Inspección Técnica de Seguridad (ITSE) por cables eléctricos expuestos a la intemperie,Fuga de agua masiva y riesgo de corto circuito en Vial Godofredo Guillén 70 Piso 3 . Requiero intervención urgente por peligro inminente.,Inspección Técnica de Seguridad (ITSE),Urgente
YAU-HIST-104664,Urgente: Solicitud de Licencia de Edificación por riesgo,Solicitud de inspección extraordinaria de seguridad en Glorieta de Sarita Pedrosa 975 debido a grietas graves y amenaza de derrumbe.,Licencia de Edificación,Alta
YAU-HIST-104665,Urgente: Solicitud de Licencia de Edificación por riesgo,Fuga de agua masiva y riesgo de corto circuito en Rambla de Anita Estevez 7. Requiero intervención urgente por peligro inminente.,Licencia de Edificación,Alta
YAU-HIST-104666,EMERGENCIA: Constancia de Posesión por hundimiento del suelo en el patio principal,Se presenta una situación de emergencia por hundimiento del suelo en el patio principal en Paseo de Amaya Morell 98. Existe un riesgo estructural inminente.,Constancia de Posesión,Urgente
YAU-HIST-104667,Trámite de Licencia de Funcionamiento - Niño,Trámite regular para obtener la constancia de posesión del terreno denominado Glorieta de Adela Rodríguez 80.,Licencia de Funcionamiento,Media
YAU-HIST-104668,Urgente: Solicitud de Licencia de Edificación por riesgo,Solicitud de inspección extraordinaria de seguridad en Ronda Ramona Plaza 80 debido a grietas graves y amenaza de derrumbe.,Licencia de Edificación,Alta
YAU-HIST-104669,Urgente: Solicitud de Licencia de Edificación por riesgo,Reporto peligro de colapso en Alameda de Aitor Baquero 64 Puerta 0  debido a hundimiento del suelo en el patio principal. Solicito inspección de inmediato.,Licencia de Edificación,Alta
YAU-HIST-104670,EMERGENCIA: Licencia de Funcionamiento por deslizamiento de tierra en el talud colindante,Se presenta una situación de emergencia por deslizamiento de tierra en el talud colindante en C. Faustino Amores 1 Piso 9 . Existe un riesgo estructural inminente.,Licencia de Funcionamiento,Urgente
YAU-HIST-104671,Trámite de Licencia de Edificación - Sea,Solicitud de licencia de edificación para ampliación de vivienda residencial en Vial Sandalio Pagès 97.,Licencia de Edificación,Media
YAU-HIST-104672,Consulta / Copia: Constancia de Posesión,Pedido de copias de actas de la junta vecinal de C. de Jordán Alcázar 59 Puerta 1  correspondientes al periodo anterior.,Constancia de Posesión,Baja
YAU-HIST-104673,Trámite de Licencia de Edificación - Podrá,Presento la solicitud de regularización de mi constancia de posesión del predio ubicado en Cuesta de Dionisio Bauzà 67 Apt. 98 .,Licencia de Edificación,Media
